DATE,YEAR,TYPE,COUNTRY,AREA,LOCATION,ACTIVITY,INJURY,FATAL (Y/N),SPECIES ,MONTH,ACTIVITY_TYPE,SPECIES
31-Dec-1999,1999.0,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,swimming,Arm bitten,N,Sevengill shark,Dec,Swiming,sevengill shark
31-Dec-1999,1999.0,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,bathing,A cut on her hand,N,Sevengill shark,Dec,bathing,sevengill shark
26-Dec-1999,1999.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",surfing,"Leg bitten, surgically amputated",N,"Thought to involve a white, bull or tiger shark",Dec,Surfing,white shark
4-Dec-1999,1999.0,Invalid,USA,California,"Off Ventura, Anacapa & Santa Cruz Islands",scuba diving,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",UNKNOWN,Shark involvement not confirmed,Dec,Diving,shark involvement not confirmed
-Dec-1999,1999.0,Invalid,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",spearfishing,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubar�o da gralha preta -  a blacktip shark, C. limbatus",N,Shark involvement not confirmed,Dec,Fishing,shark involvement not confirmed
2-Dec-1999,1999.0,Unprovoked,USA,Florida,"Boynton Beach, Palm Beach County",surfing,Right arm & fingers lacerated,N,,Dec,Surfing,unknown
30-Nov-1999,1999.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,Lacerations to hand & wrist,N,,Nov,Surfing,unknown
23-Nov-1999,1999.0,Unprovoked,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",swimming,"Buttock bitten, hands lacerated",N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Nov,Swiming,tiger shark
5-Nov-1999,1999.0,Unprovoked,USA,California,"Waddell Reef, Santa Cruz County",surfing (sitting on his board),"No injury, board bitten",N,White shark,Nov,Surfing,white shark
3 -Nov-1999,1999.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,surfing,Lower legs lacerated,N,"White shark, 3 m [10'] ",Nov,Surfing,white shark
-Nov-1999,1999.0,Unprovoked,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay","spearfishing, but swimming at surface",Upper right thigh bitten,N,1.3 to 1.6 m shark,Nov,Fishing,1.3 to 1.6 m shark
Nov-1999,1999.0,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,swimming,Lacerations to leg,N,"Grey reef shark, 1.2 m [4'] ",Nov,Swiming,grey shark
Nov-1999,1999.0,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,swimming,Lacerations to buttocks,N,"Grey reef shark, 1.2 m [4'] ",Nov,Swiming,grey shark
30-Oct-1999,1999.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",body boarding,Right foot lacerated,N,,Oct,body boarding,unknown
30-Oct-1999,1999.0,Unprovoked,USA,Florida,"Gulfstream Park beach, Palm Beach County",body surfing,"Shark bit 8"" chunk from swim fin",N,,Oct,Surfing,unknown
20-Oct-1999,1999.0,Unprovoked,USA,Florida,"Pet Den, Satellite Beach, Brevard County",surfing,Lacerations to right hand & wrist,N,"Lemon shark, 2.7 m [9'] ",Oct,Surfing,lemon shark
-Oct-1999,1999.0,Unprovoked,USA,Hawaii,Old Kona Airport State Park,"surfing, lying on surfboard",Right arm bitten,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,Surfing,tiger shark
29-Sep-1999,1999.0,Unprovoked,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",wading to shore after surfing,3 one-inch lacerations to sole of right foot,N,,Sep,Surfing,unknown
24-Sep-1999,1999.0,Boating,ITALY,Adriatic Sea,San Benedetto,fishing,No Injury to occupants,N,Said to involve a 7 m [23'] white shark,Sep,Fishing,white shark
9-Sep-1999,1999.0,Unprovoked,USA,California,"North of Pidgeon Point, San Mateo County",kayaking,"No injury, but kayak scraped & dented",N,White shark,Sep,kayaking,white shark
-Sep-1999,1999.0,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",wading,Thigh (posterior) bitten,N,Unidentified,Sep,wading,unidentified
-Sep-1999,1999.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",wading,Toes lacerated,N,,Sep,wading,unknown
5-Sep-1999,1999.0,Unprovoked,USA,Florida,"Fort Pierce Inlet, St. Lucie County",surfing,Right foot bitten,N,1.5 m to 1.8 m [5' to 6'] shark,Sep,Surfing,1.5 m to 1.8 m [5' to 6'] shark
4-Sep-1999,1999.0,Provoked,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",wading,Left knee nipped by captive shark PROVOKED INCIDENT,N,0.9 m [3'] shark,Sep,wading,0.9 m [3'] shark
4-Sep-1999,1999.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",wading with surfboard,Right foot bitten,N,,Sep,Surfing,unknown
26-Aug-1999,1999.0,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",surfing,3-inch laceration to right foot,N,"""a small shark""",Aug,Surfing,"""a small shark"""
24-Aug-1999,1999.0,Unprovoked,USA,North Carolina,"Fort Fisher, New Hanover County",surfing,Foot injured,N,,Aug,Surfing,unknown
23-Aug-1999,1999.0,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,fishing,Lacerations to left leg,N,7' shark,Aug,Fishing,7' shark
21-Aug-1999,1999.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,Small lacerations to right foot,N,,Aug,Surfing,unknown
-Aug-1999,1999.0,Unprovoked,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",lying prone in 2' of water,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N,1.8 m [6'] shark,Aug,lying prone in 2' of water,1.8 m [6'] shark
5-Aug-1999,1999.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",body surfing,Right ankle & heel  lacerated,N,4' to 5' shark,Aug,Surfing,4' to 5' shark
5-Aug-1999,1999.0,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,spearfishing & holding catch,Right arm bitten,N,2.7 m [9']  bull shark or Caribbean reef shark,Aug,Fishing,bull shark
29-Jul-1999,1999.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Kogebaai,surfing,Right thigh bitten,N,"White shark, 3 m to 5 m [10' to 16.5'] ",Jul,Surfing,white shark
26-Jul-1999,1999.0,Unprovoked,USA,Florida,"Two miles off Key Colony Beach, Monroe County",swimming with dolphins,Ankle bitten,N,"Bull shark, 2.1 m [7']",Jul,Swiming,bull shark
21-Jul-1999,1999.0,Unprovoked,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),surfing,Right thigh & buttock bitten,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Jul,Surfing,tiger shark
5-Jul-1999,1999.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),boogie boarding,FATAL,Y,White shark,Jul,boogie boarding,white shark
-Jul-1999,1999.0,Unprovoked,USA,South Carolina,Charleston,,Five cuts on his heel,N,,Jul,Fishing,unknown
4-Jul-1999,1999.0,Unprovoked,USA,Florida,"Pensacola  Beach, Escambia County",wading in school of baitfish,Lacerations knee to ankle,N,"Blacktip shark, 1.8 m [6'] ",Jul,Fishing,blacktip shark
3-Jul-1999,1999.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",surfing,Leg & board bitten,N,"White shark, 4 m [13'] ",Jul,Surfing,white shark
9-Jun-1999,1999.0,Unprovoked,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",adrift in a life jacket,9-inch gash in left foot ,N,1.2 m [4'] shark,Jun,adrift in a life jacket,1.2 m [4'] shark
7-Jun-1999,1999.0,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",surfing,Right hand and wrist lacerated,N,3' to 4' shark,Jun,Surfing,3' to 4' shark
2-Jun-1999,1999.0,Unprovoked,USA,Florida,"Atlantiic Beach, Duval County",swimming,8-inch bite on calf,N,,Jun,Swiming,unknown
9-Jun-1999,1999.0,Unprovoked,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",splashing / wading,Knee lacerated,N,Blacktip or spinner shark,Jun,splashing / wading,blacktip shark
29-May-1999,1999.0,Unprovoked,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula",windsurfing,"FATAL, body not recovered",Y,Thought to involve a white shark,May,Surfing,white shark
-May-1999,1999.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",surfing,Leg & hands bitten,N,"Tiger shark, 2.5 m [8.25']",May,Surfing,tiger shark
22-Apr-1999,1999.0,Unprovoked,MAURITIUS,Grand Baie,Pointe aux Canonniers,swimming,Thigh bitten,N,"Grey reef shark, 1.5 m ",Apr,Swiming,grey shark
-Apr-1999,1999.0,Unprovoked,REUNION,L' Etang Sal�-les-Bains,Roche-aux-Oiseaux,swimming after being swept into sea by a large wave,FATAL,Y,3 bull sharks,Apr,Swiming,bull shark
-Apr-1999,1999.0,Unprovoked,USA,Florida,"Hobe Sound Beach, Palm Beach County",surfing,Ankle bitten,N,,Apr,Surfing,unknown
8-Mar-1999,1999.0,Unprovoked,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,spearfishing & diving for paua,No injury,N,"Sevengill shark, 2.4 m [8'] ",Mar,Fishing,"sevengill shark, 2.4 m [8'] "
8-Mar-1999,1999.0,Provoked,BRAZIL,Rio Grande de Norte,Atol das Rochas,scientific research (dr. sonny gruber's student),Grabbed small shark & it bit him  PROVOKED INCIDENT,N,,Mar,scientific research (dr. sonny gruber's student),unknown
8-Mar-1999,1999.0,Unprovoked,USA,Hawaii,"Olowalu side of Lahina, Maui ","swimming, towing a kayak","FATAL, arm bitten ",Y,,Mar,Swiming,unknown
4-Mar-1999,1999.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvea,spearfishing,Multiple injuries,N,200 to 300 kg shark,Mar,Fishing,200 to 300 kg shark
4-Mar-1999,1999.0,Provoked,NEW ZEALAND,,,fishing,Right thigh bitten PROVOKED INCIDENT,N,"Mako shark, 1.3 m gaffed ",Mar,Fishing,"mako shark, 1.3 m gaffed "
8-Mar-1999,1999.0,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",body surfing or body boarding,Bruised right leg,N,,Mar,Surfing,unknown
5-Mar-1999,1999.0,Unprovoked,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",swimming near pod of whales,Tissue removed knee to thigh,N,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,Mar,Swiming,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity
26-Feb-1999,1999.0,Boating,USA,North Carolina,Frying Pan Shoals,cruising,"No injury to occupants, boat sank after colliding with shark",N,Basking shark,Feb,cruising,basking shark
23-Feb-1999,1999.0,Unprovoked,AUSTRALIA,New South Wales,Scotts Head,surfing,"Left hand & forearm bitten, board bitten",N,Bronze whaler or tiger shark,Feb,Surfing,tiger shark
3-Feb-1999,1999.0,Unprovoked,USA,Florida,"Hobe Sound, Martin County",surfing,Left hand bitten,N,Spinner shark,Feb,Surfing,spinner shark
29-Jan-1999,1999.0,Unprovoked,MAURITIUS,,Belle-Mare,spearfishing,Legs & torso injured,N,Bull shark,Jan,Fishing,bull shark
3-Jan-1999,1999.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,paddle skiing,"No Injury, ski bitten",N,"White shark, 4 m [13'] ",Jan,paddle skiing,white shark
-Jan-1999,1999.0,Boating,NEW ZEALAND,North Island,"Papamoa, near Tauranga, Bay of Plenty",inflatable boat,No injury to occupant: boat lost,N,,Jan,inflatable boat,unknown
3-Jan-1999,1999.0,Invalid,AUSTRALIA,Northern Territory,Gulf of Carpenteria,fishing,"Cut foot, but injury caused by fishing line, not the shark",UNKNOWN,Shark involvement not confirmed,Jan,Fishing,shark involvement not confirmed
3-Jan-1999,1999.0,Unprovoked,REUNION,Saint-Leu,Pointe au Sel,spearfishing,FATAL,Y,Bull shark,Jan,Fishing,bull shark
999,1999.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",spearfishing,Heel lacerated,N,"White shark, 4.6 m [15'] ",999,Fishing,white shark
999,1999.0,Invalid,USA,Virginia,"Sandridge Beach, Virginia Beach, Princess Anne County",body surfing,Abrasions,UNKNOWN,Shark involvement not confirmed,999,Surfing,shark involvement not confirmed
24-Dec-1998,1998.0,Provoked,USA,Florida,"Ormond Beach, Volusia County",surfing,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N,,Dec,Surfing,unknown
22-Dec-1998,1998.0,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,standing,2 puncture wounds in left leg,N,,Dec,standing,unknown
20-Dec-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",surfing,Leg bitten,N,Possibly a white shark,Dec,Surfing,white shark
8-Dec-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,splashing,Right leg bitten,N,,Dec,splashing,unknown
5-Dec-1998,1998.0,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,surfing,Leg injured,N,,Dec,Surfing,unknown
21-Nov-1998,1998.0,Unprovoked,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",swimming,FATAL,Y,Tiger shark,Nov,Swiming,tiger shark
4-Nov-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Right foot bitten,N,1.2 m [4'] shark,Nov,Surfing,1.2 m [4'] shark
-Nov-1998,1998.0,Unprovoked,USA,Florida,"South Beach Park, Indian River County",walking,Survived,N,"A ""small shark""",Nov,walking,"a ""small shark"""
5-Nov-1998,1998.0,Unprovoked,USA,Oregon,Winchester Bay,surfing,No injury,N,"White shark, 5 m  to 6 m [16.5' to 20'] ",Nov,Surfing,white shark
2-Nov-1998,1998.0,Provoked,JAPAN,Southern Japan,460 miles off Iwakuni,fishing for tuna,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N,6' shark,Nov,Fishing,6' shark
2-Nov-1998,1998.0,Unprovoked,BRAZIL,Pernambuco," Boa Viagem Beach, Recife",surfing,"FATAL, left forearm severed  ",Y,Though to involve a white shark,Nov,Surfing,white shark
24-Oct-1998,1998.0,Unprovoked,USA,Florida,"Jupiter Beach, Palm Beach County",swimming,Minor lacerations on right ankle & foot,N,,Oct,Swiming,unknown
8-Oct-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,surfing,"No injury, surfboard bitten",N,,Oct,Surfing,unknown
-Oct-1998,1998.0,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River County",surfing,Right hand bitten,N,,Oct,Surfing,unknown
4-Oct-1998,1998.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",surfing,Right leg bitten,N,,Oct,Surfing,unknown
-Oct-1998,1998.0,Unprovoked,REUNION,Saint-Beno�t,,diving,Survived,N,,Oct,Diving,unknown
-Oct-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,2 one-inch lacerations in left foot,N,,Oct,Fishing,unknown
27-Sep-1998,1998.0,Unprovoked,USA,Florida,"The Rocks, Hutchinson Island, Martin County",surfing,Puncture wounds to leg,N,,Sep,Surfing,unknown
22-Sep-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Left arm lacerated,N,,Sep,Surfing,unknown
-Sep-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kowie River,fishing / washing bait off hands,Laceration to right foot,N,,Sep,Fishing,unknown
4-Sep-1998,1998.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",surfing,Right foot bitten,N,1.8 m [6'] shark,Sep,Surfing,1.8 m [6'] shark
Sep-1998,1998.0,Provoked,SENEGAL,Cap Vert Peninsula,Yoff Island,spearfishing,Bitten by harpooned shark PROVOKED INCIDENT,N,1.5 m shark,Sep,Fishing,1.5 m shark
30-Aug-1998,1998.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,Toes lacerated,N,3' to 4' shark,Aug,Surfing,3' to 4' shark
27-Aug-1998,1998.0,Invalid,ITALY,Marches region,12 miles off Senigallia (Adriatic Sea),fishing,"No injury; no attack, shark ate the bait hanging over the side of the boat",UNKNOWN,Invalid,Aug,Fishing,invalid
26-Aug-1998,1998.0,Unprovoked,USA,California,"Stinson Beach, Marin County",boogie boarding,"Thigh, buttocks & lower back lacerated",N,"White shark, 5 m to 6 m [16.5' to 20'] ",Aug,boogie boarding,white shark
23-Aug-1998,1998.0,Unprovoked,USA,Virginia,Virginia Beach,spearfishing,Lacerations to left hand,N,"Dusky shark, 12' ",Aug,Fishing,"dusky shark, 12' "
5-Aug-1998,1998.0,Unprovoked,BAHAMAS,Berry Islands,Ambergris Cay,spearfishing,Calf bitten,N,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",Aug,Fishing,"caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] "
3-Aug-1998,1998.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",body-boarding,Left calf injured,N,4.5' to 5' shark,Aug,body-boarding,4.5' to 5' shark
2-Aug-1998,1998.0,Provoked,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",moving a shark in a net ,Lacerations to right shin  PROVOKED INCIDENT,N,"Sandtiger shark, 2 m, male ",Aug,moving a shark in a net ,tiger shark
-Aug-1998,1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",surfing (or body boarding),Legs bitten,N,"White shark, 4 m [13'] ",Aug,Surfing,white shark
-Aug-1998,1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Pringle Bay,spearfishing,Leg bitten,N,"White shark, 4.9 m [16']",Aug,Fishing,white shark
26-Jul-1998,1998.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",surfing,Lacerations to left foot,N,,Jul,Surfing,unknown
25-Jul-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Calf bitten,N,,Jul,Surfing,unknown
-Jul-1998,1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,wading,Right leg bitten,N,"Raggedtooth shark, 1.2 m [4'] ",Jul,wading,"raggedtooth shark, 1.2 m [4'] "
-Jul-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,surfing,Knee bitten,N,5' to 6' shark,Jul,Surfing,5' to 6' shark
-Jul-1998,1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,surfing,Right leg bitten,N,"Raggedtooth shark, 1.2 m [4'] ",Jul,Surfing,"raggedtooth shark, 1.2 m [4'] "
28-Jun-1998,1998.0,Unprovoked,AUSTRALIA,South Australia,South Neptune Island,free diving for abalone,"FATAL, left thigh and lower leg severely injured  ",Y,Thought to involve a 5.5 m white shark named Kong,Jun,Diving,white shark
22-Jun-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",body boarding,"FATAL, hands & calf bitten  ",Y,White shark,Jun,body boarding,white shark
8-Jun-1998,1998.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N,,Jun,Surfing,unknown
5-Jun-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,surfing,Survived,N,,Jun,Surfing,unknown
30-May-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,surfing,Minor laceration on foot,N,,May,Surfing,unknown
29-May-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,body boarding,Right shoulder & arm bitten,N,3 m to 4 m [10' to 13'] white shark,May,body boarding,white shark
29-May-1998,1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,body boarding,Leg bitten,N,Unidentified,May,body boarding,unidentified
25-May-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,4 lacerations on the sole of his right foot,N,"Lemon shark, 1.5 m [5'], identified  by the surfer",May,Surfing,lemon shark
-May-1998,1998.0,Unprovoked,USA,Florida,"Pecks Lake, Martin County",swimming,Ankle & foot bitten,N,"1.8 m [6'] shark, possibly a blacktip",May,Swiming,blacktip shark
-May-1998,1998.0,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",swimming / surfing,Left arm & wrist lacerated,N,,May,Swiming,unknown
-May-1998,1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Keurbooms,body boarding,"Lower legs bitten, foot severed",N,4 m [13'] white shark,May,body boarding,white shark
26-Apr-1998,1998.0,Unprovoked,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",towing rubber dinghy,"FATAL, torso & abdomen bitten, forearm severed ",Y,3 m [10'] shark,Apr,towing rubber dinghy,3 m [10'] shark
21-Apr-1998,1998.0,Unprovoked,USA,Oregon,Gleneden Beach,surfing (lying prone on his board),Right thigh bitten,N,5 m [16.5'] white shark,Apr,Surfing,white shark
7-Apr-1998,1998.0,Provoked,USA,Florida,"Marathon, Monroe County",scuba diving,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N,"Nurse shark, 0.9 m [3'] ",Apr,Diving,"nurse shark, 0.9 m [3'] "
-Apr-1998,1998.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",swimming ,FATAL,Y,,Apr,Swiming,unknown
Apr-1998,1998.0,Unprovoked,NEW CALEDONIA,,�le de Sable,,Calf bitten,N,,Apr,Fishing,unknown
31-Mar-1998,1998.0,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",swimming,Heel lacerated,N,,Mar,Swiming,unknown
5-Mar-1998,1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Saldanha Bay,snorkeling � hunting crayfish and abalone,Lower leg lacerated,N,3 m [10'] white shark,Mar,Fishing,white shark
8-Mar-1998,1998.0,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",swimming or paddle boarding,6 puncture wounds to right calf,N,5' spinner shark,Mar,Swiming,5' spinner shark
23-Feb-1998,1998.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",swimming,Hands bitten,N,Spinner shark,Feb,Swiming,spinner shark
28-Jan-1998,1998.0,Invalid,AUSTRALIA,New South Wales,Whale Beach,spearfishing,"Missing, thought to have been taken by a shark",UNKNOWN,Shark involvement not confirmed,Jan,Fishing,shark involvement not confirmed
Jan-1998,1998.0,Unprovoked,NEW CALEDONIA,South Province,l'Anse-Vata,windsurfing,"No injury, board bumped & fin damaged",N,1.7 m shark,Jan,Surfing,1.7 m shark
